Undecided,Age,HomeOwner,Female,Married,HouseholdSize,Income,Education,Church
1,45,1,1,1,5,62.0,15,0
0,51,1,0,1,2,102.0,20,0
1,51,1,1,0,2,108.0,20,0
0,43,1,1,1,3,153.0,12,1
0,22,0,1,0,2,17.0,8,1
0,58,1,1,0,1,66.0,20,1
0,53,1,0,0,1,4.0,20,0
0,62,1,1,1,6,19.0,8,0
1,44,1,1,1,2,101.0,18,0
0,36,1,1,1,3,41.0,12,1
1,59,1,1,0,2,55.0,16,0
1,38,1,1,1,5,111.0,15,1
1,46,1,1,1,3,59.0,18,0
1,62,1,1,1,3,151.0,20,0
0,38,1,1,1,5,165.0,8,0
0,38,1,1,0,4,128.0,8,1
1,58,1,1,1,3,91.0,16,0
0,46,1,1,1,5,477.0,12,0
0,26,1,1,1,4,119.0,8,0
0,40,1,1,1,5,185.0,15,0
0,27,0,1,0,1,70.0,8,1
0,59,1,1,1,3,39.0,20,1
0,53,1,0,1,4,78.0,20,1
1,61,0,0,0,1,23.0,13,0
0,48,1,1,0,1,53.0,18,1
0,41,1,1,1,3,355.0,15,1
0,27,1,1,1,6,77.0,12,0
1,41,1,1,1,5,143.0,15,0
0,58,1,1,1,4,218.0,18,1
0,40,1,1,0,1,172.0,8,1
0,43,0,0,1,3,29.0,18,1
0,50,0,1,0,1,9.0,8,1
1,38,1,0,1,7,103.0,15,1
0,35,1,1,1,6,225.0,15,1
1,56,1,1,1,5,45.0,20,0
1,36,1,1,0,3,80.5,18,0
0,53,1,1,0,4,124.5,8,0
0,27,1,1,1,3,43.5,12,1
0,52,1,1,0,1,97.0,18,1
1,48,0,1,1,3,57.5,15,0
0,34,1,1,1,7,50.0,18,1
0,28,1,1,1,6,151.0,8,1
0,35,1,1,1,2,113.0,12,0
1,33,1,1,0,3,36.0,15,1
1,45,1,1,1,3,26.0,15,0
0,57,1,1,1,5,219.0,18,1
0,56,1,1,1,4,105.0,8,0
0,35,0,1,0,2,5.0,8,0
0,61,0,1,0,2,29.0,8,0
0,36,1,1,1,4,62.5,12,0
0,60,1,0,0,1,22.0,8,0
0,68,1,1,0,2,12.0,20,1
0,77,0,1,0,5,114.0,8,0
0,52,0,1,1,2,57.0,20,1
0,36,1,1,0,1,81.0,18,1
0,47,1,1,0,1,98.0,20,1
0,37,1,1,1,7,231.0,12,1
0,24,1,1,0,1,134.0,11,1
0,46,1,0,1,4,176.5,15,1
1,38,1,1,1,4,15.0,15,0
0,32,1,1,1,5,40.0,8,1
0,24,0,0,0,4,10.0,8,0
0,36,1,1,1,2,177.0,12,1
0,56,1,1,0,2,8.0,9,0
0,32,1,1,1,5,94.0,8,1
0,54,1,1,1,3,110.0,8,1
0,32,0,1,1,4,112.0,18,1
1,42,1,1,1,5,83.0,15,0
0,55,1,1,1,3,14.0,20,1
0,38,0,1,0,3,6.0,8,0
0,34,1,1,1,5,147.0,11,0
0,36,1,1,1,2,81.0,18,1
0,60,0,0,1,2,5.0,8,1
0,49,1,1,0,3,93.0,8,0
0,23,0,1,1,5,118.5,8,1
1,27,1,1,1,4,41.0,15,1
0,42,1,0,1,5,175.0,8,0
0,68,1,0,1,3,69.0,20,0
0,51,1,1,1,4,127.0,18,1
1,57,1,1,0,1,17.0,16,0
1,40,1,1,0,1,79.0,16,0
0,53,1,1,1,3,97.0,8,1
0,46,1,1,1,5,185.0,12,1
0,69,0,1,0,3,4.0,8,1
1,58,1,1,0,5,82.0,16,1
0,53,0,1,1,2,66.0,20,1
0,64,1,1,0,1,10.0,20,1
0,52,1,0,1,4,48.0,20,0
0,59,1,1,0,1,20.0,10,1
1,39,0,0,0,4,15.0,15,1
0,72,1,0,0,1,83.0,20,0
1,59,1,0,0,3,51.0,16,1
0,39,1,1,1,4,108.0,12,0
0,36,1,0,1,4,87.0,12,1
1,32,1,1,1,5,140.0,15,0
0,56,1,1,0,1,31.0,20,1
0,44,1,0,0,5,196.0,8,1
1,50,0,1,1,6,118.0,13,1
0,57,1,1,1,6,65.0,8,0
1,22,1,1,1,3,70.0,15,0
1,61,1,1,1,5,25.0,13,0
1,36,1,1,1,4,144.0,15,0
1,76,1,1,1,3,89.0,16,1
0,24,1,1,1,5,71.0,12,0
1,45,1,0,1,2,61.0,15,1
1,22,0,1,1,5,58.0,15,0
1,32,1,1,1,6,53.0,15,1
0,42,1,1,0,1,47.0,12,1
1,52,1,1,0,5,140.0,13,0
0,29,1,1,1,3,27.0,8,1
0,28,1,1,1,4,53.0,17,1
0,31,1,1,1,2,71.0,18,1
0,31,1,1,0,1,87.5,9,1
1,34,1,1,1,2,161.0,15,1
1,57,1,1,1,3,80.0,20,0
0,27,1,0,1,4,87.5,12,1
0,37,1,1,0,2,85.5,18,1
0,43,1,1,1,4,398.0,20,1
0,62,1,1,0,3,58.0,20,1
0,37,1,1,1,4,117.0,12,1
0,49,0,0,0,3,6.0,8,1
0,50,1,1,0,1,76.0,18,1
1,37,1,1,0,4,45.0,15,1
0,60,0,0,0,1,36.0,8,0
1,51,1,1,1,3,72.0,20,0
0,39,0,1,1,3,37.0,8,0
0,40,1,0,0,4,106.0,12,1
1,39,1,1,1,7,85.0,15,0
0,33,1,1,1,4,104.0,12,0
0,27,1,1,1,5,108.0,12,1
0,42,0,0,0,2,40.5,9,1
0,49,0,1,0,2,4.0,8,0
0,26,1,0,0,2,43.0,18,1
0,37,0,1,0,1,38.5,8,1
1,31,1,1,1,6,151.0,15,0
1,52,1,1,1,2,31.0,18,0
0,59,1,0,1,3,75.0,10,0
0,33,1,0,1,2,17.0,8,0
1,50,1,1,1,6,62.0,20,0
0,38,1,1,1,5,28.0,8,0
1,49,1,1,1,2,74.0,15,1
0,54,1,1,0,1,27.0,18,1
1,29,1,1,1,3,16.0,15,1
0,20,1,1,1,3,89.0,18,1
1,49,1,1,1,3,108.0,15,0
0,38,0,1,1,2,33.0,8,0
0,25,1,1,1,4,112.0,12,0
0,38,1,1,1,2,176.0,12,0
0,47,1,1,0,1,124.0,8,1
0,61,1,1,1,4,162.0,8,1
0,57,1,1,0,1,54.0,8,0
0,34,1,1,1,6,84.0,12,0
1,20,1,1,1,5,132.0,15,0
0,34,0,1,0,4,12.0,9,0
0,39,1,1,0,2,29.0,8,1
0,60,1,1,0,5,87.0,20,1
0,49,1,1,1,3,137.0,18,1
0,43,1,1,1,3,47.0,9,1
0,38,1,1,1,5,88.0,12,0
0,28,1,1,0,1,46.0,9,0
1,59,1,1,1,3,4.0,20,0
1,42,1,1,1,2,171.0,15,1
1,65,1,1,0,2,63.0,16,1
0,35,1,1,1,3,425.0,15,1
0,27,1,1,1,7,22.0,8,1
1,21,1,1,1,5,171.0,14,1
0,37,1,1,1,5,59.0,12,1
0,29,0,0,0,2,77.0,8,1
0,47,1,1,1,2,79.0,8,1
1,42,1,1,1,3,94.0,15,0
0,36,1,1,0,1,16.0,8,0
0,39,0,0,0,1,6.0,8,1
1,43,1,1,1,3,122.0,20,0
1,26,1,1,1,6,155.0,15,0
0,37,1,0,1,3,89.0,8,0
0,32,1,1,1,2,119.0,12,1
1,35,0,1,1,4,97.0,15,0
0,52,1,1,1,2,455.0,20,1
0,30,1,1,0,2,27.0,9,1
0,36,0,1,1,3,68.0,8,0
0,36,1,1,1,4,229.0,12,1
0,29,1,1,1,3,145.0,11,1
0,33,1,0,0,5,186.0,18,0
0,42,0,1,0,1,82.5,8,0
1,31,1,1,1,7,158.0,18,0
0,37,1,0,0,1,61.0,8,0
0,44,1,1,1,4,195.0,18,1
0,41,1,1,1,4,100.0,12,0
0,58,1,1,1,5,129.0,20,1
1,39,1,0,1,5,95.0,15,0
0,53,1,1,1,2,58.0,9,0
0,56,1,1,1,4,105.0,20,1
0,31,1,1,0,1,56.0,18,1
0,35,0,0,1,3,81.0,12,1
1,54,1,1,1,2,135.0,20,0
0,22,1,1,1,7,73.0,12,1
0,37,0,0,1,3,53.0,18,1
0,36,1,1,0,3,47.0,8,0
1,39,1,0,1,6,101.0,15,1
0,44,0,1,1,2,113.5,8,0
0,33,0,1,1,4,99.0,12,1
0,26,1,1,1,5,128.0,12,0
1,57,0,1,1,5,99.0,16,1
1,48,1,1,1,2,105.0,20,0
1,71,1,1,1,3,58.0,20,0
0,35,0,0,0,1,156.0,8,1
0,54,1,1,0,1,9.0,18,1
0,26,1,1,1,4,52.0,12,0
0,42,1,1,1,2,135.0,18,1
1,38,1,0,1,3,112.0,15,1
0,56,1,0,1,5,108.0,20,0
0,33,1,1,1,4,54.0,8,0
0,30,1,1,0,1,197.5,15,0
0,59,1,1,1,5,143.0,8,0
0,36,1,0,1,2,191.0,12,1
0,51,1,1,1,4,137.0,8,0
0,75,0,1,0,4,4.0,8,0
0,37,0,1,0,2,14.0,8,0
0,48,0,0,1,6,134.0,8,0
1,24,1,1,1,4,111.0,15,0
1,65,1,1,0,1,34.0,20,0
1,40,1,1,0,2,51.0,18,0
0,31,1,0,0,1,85.0,18,0
0,26,1,0,0,3,146.0,18,0
0,43,1,1,1,5,93.0,12,1
0,32,1,1,1,4,64.0,8,1
0,31,1,1,1,2,108.5,9,1
0,30,0,1,1,5,41.0,8,1
0,23,1,1,0,2,95.0,8,1
0,45,1,1,1,4,75.0,9,0
0,36,1,1,1,7,165.0,12,1
0,39,1,0,1,3,74.0,8,1
0,24,1,0,1,2,131.0,18,1
0,50,1,1,1,3,56.5,12,0
0,37,1,0,1,3,154.0,12,0
1,50,1,0,1,7,129.0,15,0
0,34,1,1,1,5,139.0,11,1
0,34,1,1,1,5,63.0,12,1
1,44,1,1,1,4,155.0,15,0
0,60,1,0,0,1,43.0,20,0
0,66,1,0,1,3,166.0,20,1
1,46,1,0,1,2,110.0,15,1
0,40,1,1,0,1,155.0,18,1
1,26,1,0,0,3,63.0,14,0
1,30,1,0,0,1,133.0,15,0
0,30,1,1,0,4,60.5,8,1
0,61,1,0,1,3,132.0,20,1
0,36,1,1,1,7,89.0,8,1
1,50,1,1,0,2,54.0,20,0
0,34,0,1,0,2,28.0,8,0
1,34,1,1,1,2,153.0,18,0
0,42,1,1,0,2,27.0,18,1
0,42,1,1,1,4,160.0,18,1
1,60,1,1,0,2,21.0,13,0
0,55,1,0,1,4,10.0,20,1
0,27,0,1,0,3,184.5,9,0
0,37,1,1,0,4,131.0,18,1
0,59,1,1,1,3,77.0,20,1
1,33,1,0,1,4,76.0,15,1
1,52,1,0,0,2,80.0,16,0
1,48,1,1,0,1,11.0,20,0
0,41,1,1,1,7,189.0,12,0
1,36,1,1,1,5,95.0,15,1
0,39,1,0,1,5,262.0,15,1
0,40,1,1,0,1,48.0,8,0
0,42,1,1,0,2,55.0,20,1
0,40,1,1,0,2,57.0,18,1
0,39,1,1,1,3,81.0,8,0
0,25,1,1,1,6,113.0,8,0
0,28,1,0,1,3,177.0,12,0
1,37,1,1,1,4,37.0,15,1
0,29,0,0,1,6,83.0,18,1
0,43,1,0,0,1,57.5,8,0
1,61,1,1,1,2,69.0,20,0
0,30,1,1,0,1,27.0,8,0
0,29,1,1,1,5,95.0,17,0
1,49,1,1,1,3,73.0,13,0
0,47,0,0,0,3,49.0,20,1
0,43,0,1,0,4,42.0,8,0
0,48,1,1,1,3,83.0,12,1
1,21,1,1,1,4,68.0,14,0
1,55,1,1,1,7,60.0,16,0
0,52,0,0,0,1,38.5,20,1
0,20,1,1,0,4,67.0,17,1
0,36,0,0,1,6,84.0,12,0
0,25,0,1,1,5,70.0,18,1
0,45,0,0,1,3,5.0,8,0
0,54,1,0,1,2,74.0,8,1
1,51,1,1,1,2,140.0,20,1
1,57,1,1,1,2,89.0,20,0
1,42,1,0,0,1,95.0,15,1
0,37,0,1,1,6,294.0,15,1
0,38,1,1,1,6,160.0,12,0
0,72,1,1,1,7,30.0,8,1
0,26,1,1,1,2,144.0,12,1
0,37,1,0,1,3,133.0,12,1
1,53,1,1,1,4,75.0,20,0
1,35,1,1,1,2,98.0,15,1
1,59,1,1,0,1,7.0,20,0
0,45,1,1,1,3,56.0,10,1
0,31,1,1,1,2,91.5,8,1
0,38,1,1,1,3,98.0,8,1
0,37,1,1,1,5,154.0,8,1
0,53,1,0,1,5,128.0,18,0
0,29,1,1,1,7,102.0,12,0
0,65,0,1,1,3,37.0,8,0
1,34,1,1,1,4,47.0,15,1
1,28,1,1,1,3,51.0,15,0
0,28,1,0,1,2,110.0,12,1
0,34,1,1,0,4,143.0,11,1
0,37,1,1,1,4,77.0,12,0
0,36,1,0,1,3,34.0,18,1
1,24,1,0,1,7,86.0,15,0
0,44,0,1,1,2,202.5,9,0
1,60,1,0,1,4,65.0,16,0
1,56,1,1,1,4,132.0,13,1
1,54,1,1,1,3,57.0,16,1
0,49,1,1,1,5,88.0,12,1
0,34,0,0,1,5,76.0,12,0
1,42,1,1,0,1,47.0,15,0
0,30,1,0,0,2,41.0,18,1
0,25,1,1,1,5,115.0,8,1
1,77,1,1,1,5,46.0,16,0
1,36,1,1,1,3,68.0,15,1
1,46,1,1,1,4,145.0,15,1
0,44,1,1,1,4,213.0,15,0
1,26,1,1,0,1,117.0,15,1
0,26,0,1,0,5,138.0,8,0
0,32,1,1,1,3,179.0,12,1
0,38,1,1,1,4,51.0,8,1
1,41,1,1,1,5,139.0,15,1
1,32,1,1,1,4,49.0,18,0
0,36,1,0,0,1,70.0,9,0
0,35,1,1,1,3,120.0,12,1
0,44,1,1,0,2,28.0,8,0
1,39,1,1,1,2,111.0,18,0
1,44,1,1,0,1,24.0,18,0
0,52,1,0,0,2,33.0,8,1
1,32,1,0,1,6,86.0,15,0
1,39,1,1,1,5,91.0,15,1
0,49,1,0,0,2,21.0,12,1
0,52,0,0,1,3,116.0,8,1
0,22,1,1,1,5,109.0,11,1
0,56,1,1,1,2,75.0,20,1
0,41,1,0,1,5,124.0,12,0
0,35,1,1,1,4,189.0,15,0
1,38,1,1,0,4,15.0,15,1
1,53,1,0,1,4,108.0,16,0
1,62,1,1,0,1,63.0,20,0
1,65,1,1,1,5,77.0,13,0
0,36,1,1,1,4,39.0,12,0
0,75,0,1,1,4,127.0,8,1
0,37,0,1,0,2,47.5,9,0
0,54,1,0,1,6,129.0,20,0
1,58,1,1,1,3,24.0,20,0
1,45,1,1,1,5,125.0,15,1
0,47,1,1,0,2,241.0,9,1
1,57,1,0,1,2,56.0,15,1
1,22,1,1,1,3,48.0,15,0
0,51,1,0,0,1,28.0,18,1
0,34,1,1,1,4,90.5,8,0
1,34,1,0,1,5,143.0,15,1
0,34,1,0,1,4,154.0,11,0
0,34,1,1,1,3,88.0,8,0
0,44,1,1,1,3,37.0,8,1
0,65,0,1,0,1,14.0,8,1
0,27,1,0,1,3,134.0,12,0
0,47,1,0,1,2,154.0,12,1
1,28,1,1,1,5,92.0,8,1
1,37,1,1,1,6,131.0,15,1
1,30,1,1,1,6,412.0,15,0
0,55,1,0,1,2,178.0,18,0
0,41,0,1,1,2,46.5,8,1
0,44,1,0,1,2,67.0,18,0
0,26,1,0,0,2,33.0,8,0
0,50,0,1,0,1,44.5,8,0
0,32,0,0,1,2,40.0,8,1
0,37,1,0,1,4,93.5,8,0
1,24,1,1,0,1,33.0,18,0
0,30,1,1,0,3,82.0,8,1
0,31,1,0,0,2,37.0,18,0
1,63,1,1,1,2,16.0,20,0
0,30,1,1,1,4,138.0,12,0
0,32,1,1,1,6,80.0,11,0
0,52,0,1,1,2,111.0,18,1
0,72,0,1,0,2,14.5,8,0
0,35,1,1,1,5,28.0,12,1
0,22,1,1,1,4,65.0,12,1
1,37,1,1,1,3,124.0,15,1
0,33,0,1,0,1,46.5,8,0
0,63,1,0,1,3,90.0,20,0
0,48,1,1,1,5,103.0,20,1
0,37,1,1,1,2,124.0,12,1
0,50,1,0,1,5,526.0,18,1
0,36,0,1,0,2,275.0,18,0
0,31,0,1,1,4,67.5,8,0
0,35,1,1,1,3,135.0,12,1
0,63,1,1,0,1,30.0,8,1
0,55,1,1,1,5,86.0,20,1
0,57,0,0,1,2,181.0,20,1
0,57,1,0,0,1,111.0,20,1
1,46,1,0,1,3,71.0,15,1
0,41,0,0,0,1,44.5,8,1
0,65,1,1,1,2,39.0,20,1
0,42,1,1,0,2,37.5,9,1
0,57,0,1,0,4,14.0,8,0
1,28,1,1,0,4,88.0,15,0
0,55,1,1,0,1,123.0,20,1
0,29,0,1,0,4,32.0,8,0
0,51,0,1,1,3,81.0,18,1
0,39,0,0,1,5,67.0,8,0
1,39,1,1,1,4,149.0,15,1
0,36,1,1,1,5,105.0,12,0
1,36,0,1,1,4,94.0,15,0
0,50,1,0,0,1,120.0,9,0
0,41,1,1,0,5,75.0,8,1
1,60,1,1,1,2,150.0,20,0
0,49,1,0,0,2,36.0,8,1
1,65,1,1,1,4,174.0,13,0
0,32,1,1,1,3,115.0,11,0
1,55,1,1,1,3,43.0,20,0
0,36,1,1,0,3,77.0,12,1
1,36,1,1,0,3,37.0,15,1
0,51,0,1,1,2,49.0,8,0
0,42,1,1,1,2,132.0,12,1
0,45,1,0,1,6,137.0,12,0
0,61,1,0,0,2,171.0,20,0
0,28,0,1,1,6,106.0,8,0
0,52,0,0,0,1,15.0,8,1
1,42,1,1,1,4,147.0,18,0
0,21,1,1,1,3,91.0,12,1
0,43,1,0,1,3,61.5,8,0
0,48,0,0,1,3,44.0,8,0
0,32,1,1,1,3,51.0,12,1
0,39,1,1,1,4,90.0,8,1
0,45,1,1,1,3,122.0,12,0
0,36,1,1,1,5,21.0,8,0
0,35,1,0,1,3,142.0,12,1
1,47,1,1,1,3,74.0,15,1
0,41,1,0,1,6,138.0,8,0
1,50,1,1,1,3,148.0,15,0
0,33,0,1,0,1,77.0,8,0
0,28,1,0,1,2,104.0,18,0
0,59,1,1,0,1,179.0,20,1
0,49,1,1,1,5,81.0,20,1
0,29,1,0,0,4,29.0,8,1
0,43,0,1,1,5,200.0,8,0
0,28,1,0,1,3,208.0,18,0
1,49,0,1,0,1,14.5,8,0
1,30,1,1,1,3,75.0,15,1
1,55,1,0,1,4,59.5,15,1
0,65,1,0,1,3,65.0,20,1
0,53,0,0,0,1,26.0,8,0
0,46,0,1,0,1,127.0,8,0
0,50,0,0,1,3,241.0,13,1
0,63,1,1,1,3,148.0,20,1
0,24,1,1,1,3,33.0,11,1
0,59,0,0,1,2,303.0,13,1
0,42,1,1,1,4,88.0,8,0
1,39,1,1,1,7,159.0,15,1
0,48,1,1,1,3,53.0,8,1
0,47,1,1,0,2,36.0,18,1
1,74,1,0,1,2,44.0,13,0
1,54,1,1,1,3,120.0,16,0
0,52,0,1,0,3,65.0,20,1
1,40,1,1,1,5,173.0,18,0
0,48,1,1,1,2,59.0,8,0
0,21,1,1,1,3,173.0,8,1
1,44,1,1,0,4,51.0,15,1
0,60,1,1,1,3,75.0,20,1
0,24,1,0,0,2,64.5,8,1
1,46,1,1,1,5,54.0,18,0
0,63,1,1,1,2,152.0,20,1
0,45,1,1,1,6,55.0,12,0
1,45,1,1,1,4,157.0,15,0
0,49,0,1,1,3,123.0,20,1
1,47,0,1,1,4,65.0,15,1
0,29,1,1,1,5,86.0,12,0
0,49,1,0,1,3,178.0,9,1
1,27,1,1,0,1,155.0,18,0
1,68,1,1,1,2,95.0,20,0
0,45,1,1,1,3,65.0,18,1
0,64,1,1,1,3,134.5,20,1
0,37,0,0,1,2,62.5,18,0
1,37,0,1,0,2,57.0,18,0
0,34,1,1,1,3,65.0,8,1
0,31,1,1,1,6,141.0,12,1
0,61,1,1,1,3,101.0,20,1
0,57,0,1,0,2,68.5,8,1
0,45,0,0,1,4,25.0,8,0
0,37,0,1,0,1,190.0,15,0
0,63,0,1,1,4,36.0,20,1
0,58,1,0,0,1,48.0,20,1
0,41,0,1,1,2,110.0,8,0
0,52,1,1,1,2,91.0,18,1
1,52,1,1,1,2,159.0,20,0
0,70,1,1,1,2,170.0,8,0
1,40,1,1,1,5,127.0,8,1
0,49,0,1,1,2,108.0,20,1
1,32,1,1,1,4,45.0,14,0
0,63,1,1,1,3,189.0,16,1
0,37,0,0,1,4,60.0,8,1
1,51,1,1,1,4,93.0,13,1
0,59,1,1,1,6,68.0,20,1
1,44,1,0,1,3,18.5,15,1
1,54,1,1,1,4,96.0,18,0
0,33,1,1,1,4,185.0,8,0
0,36,1,0,1,4,156.0,12,0
1,28,1,1,1,6,127.0,15,0
0,35,1,1,1,6,5.0,18,1
0,51,1,1,1,5,68.0,20,1
0,22,1,0,1,3,326.0,14,0
0,47,1,0,1,2,21.0,20,0
1,35,1,1,1,4,82.0,15,0
1,58,1,1,1,3,49.0,20,0
0,62,0,1,0,3,11.0,8,1
0,40,1,1,0,1,182.0,18,1
1,53,1,0,1,2,123.0,13,1
0,41,1,1,1,5,22.0,8,0
0,67,0,0,1,3,85.0,20,1
0,48,1,1,0,1,34.0,9,1
0,78,1,1,1,3,51.0,20,1
1,39,1,0,1,4,131.0,15,1
0,54,1,1,1,6,54.0,10,0
0,42,1,1,1,6,132.0,12,1
1,34,1,1,1,6,126.0,15,1
0,35,0,1,0,1,69.0,8,1
1,54,1,1,1,4,134.0,18,0
0,50,1,0,0,2,51.0,20,1
0,62,1,1,1,5,10.0,20,1
0,38,1,1,1,3,152.0,12,0
0,22,1,1,1,4,104.0,8,0
1,65,1,1,0,3,39.0,20,0
1,41,1,1,0,1,30.0,15,0
1,49,1,1,1,5,58.0,15,0
0,67,1,1,1,3,35.0,20,1
0,76,0,1,1,3,48.0,8,1
1,52,0,1,1,4,61.0,13,0
0,70,1,1,0,1,53.0,20,1
0,35,1,1,1,5,13.0,12,0
1,61,1,1,1,3,65.0,20,0
1,45,1,1,1,3,14.5,13,1
0,41,1,1,0,1,101.0,9,0
1,28,1,1,1,5,32.0,18,0
0,25,1,1,1,2,27.0,9,0
1,54,0,1,1,2,21.0,18,0
0,54,1,0,0,2,5.0,20,0
0,55,1,1,1,5,44.5,8,0
1,56,1,0,1,5,49.0,13,1
1,44,0,1,1,3,100.0,20,0
0,48,1,1,0,1,206.0,13,0
1,46,1,1,1,3,139.0,15,0
1,50,1,0,1,6,137.0,16,1
0,39,1,1,1,5,156.0,12,0
0,62,1,1,1,3,60.0,20,1
1,48,1,1,1,7,46.0,18,0
1,54,1,1,1,4,81.0,15,1
1,33,1,1,1,3,74.0,18,1
0,40,1,1,1,2,191.0,15,0
1,27,1,1,0,1,69.0,18,0
0,37,1,1,1,5,205.0,18,1
0,54,0,1,0,1,15.0,8,1
0,40,0,1,0,2,65.5,8,1
0,38,1,1,0,4,43.0,18,1
1,58,1,1,0,2,13.0,20,0
1,32,1,1,0,1,109.0,15,0
0,32,0,1,1,2,47.5,8,1
0,29,1,1,1,4,94.0,12,0
1,32,1,1,1,4,163.0,14,0
1,41,1,1,1,6,70.0,15,0
1,49,1,1,1,3,142.0,15,1
1,67,1,1,1,3,134.0,20,0
0,77,1,1,1,2,104.0,20,1
0,38,1,0,1,4,97.0,18,1
0,23,1,1,1,4,107.0,12,1
1,35,1,0,1,5,153.0,15,0
0,41,1,0,1,3,97.0,9,0
1,33,1,1,1,3,40.0,15,1
1,25,1,1,1,3,81.5,15,1
0,56,1,1,0,1,82.5,20,1
1,64,1,1,0,2,15.0,20,0
1,36,1,1,1,5,139.0,15,0
0,22,1,0,1,3,93.0,8,0
1,39,1,1,1,4,167.0,15,0
1,49,1,1,1,3,60.0,20,0
0,35,0,1,1,3,10.0,8,0
1,52,1,1,1,4,32.0,15,1
1,60,1,1,1,3,70.0,20,0
0,33,1,1,1,3,74.0,18,1
1,49,1,1,1,4,95.0,18,0
0,34,1,1,1,3,205.0,18,1
0,58,1,1,1,4,147.0,10,0
0,44,0,1,1,4,162.0,12,0
0,30,1,1,1,7,113.0,12,1
0,35,0,0,0,2,48.7,8,1
0,25,1,0,1,2,184.0,12,1
0,55,1,1,1,6,180.0,15,0
0,36,1,1,1,3,162.0,12,1
1,60,1,1,1,3,14.0,20,0
0,46,0,0,1,2,30.0,8,0
0,43,1,0,0,1,12.0,18,1
0,29,0,1,1,7,130.0,8,1
0,75,1,1,1,2,76.0,20,1
0,36,1,1,1,4,69.5,8,1
0,36,1,1,1,3,182.0,12,0
1,23,1,0,1,5,105.0,15,1
0,33,1,0,1,4,93.5,8,0
0,64,1,1,1,3,56.0,10,0
0,42,1,1,1,3,148.0,8,0
1,43,0,1,1,2,105.0,15,1
0,24,0,1,1,6,107.0,8,0
0,60,1,1,0,2,38.5,10,1
0,34,1,1,1,2,76.0,8,1
1,24,1,1,1,6,60.0,15,0
0,35,0,1,0,1,33.0,8,1
1,64,1,1,1,2,4.0,20,0
1,54,1,1,1,6,109.0,15,0
0,51,1,1,1,3,97.0,8,0
0,39,1,1,0,1,15.0,18,1
1,47,1,1,0,1,29.0,18,0
1,54,1,1,1,3,213.0,18,0
1,33,1,1,0,1,79.0,18,0
0,51,1,1,0,1,13.0,8,1
0,34,1,0,1,4,53.0,18,0
0,73,1,0,1,2,47.5,8,0
0,53,1,1,1,3,132.0,20,1
0,39,0,1,1,2,102.0,12,0
1,28,1,1,1,2,97.0,15,1
0,60,1,1,1,2,429.0,20,1
1,75,1,1,1,2,23.0,20,0
1,45,1,1,0,6,5.0,16,0
0,37,1,1,1,2,64.0,12,0
0,32,1,1,1,5,14.0,12,1
0,38,1,1,1,5,109.0,12,1
1,44,1,1,1,7,103.0,12,1
0,31,0,1,1,5,67.5,8,0
0,36,0,1,1,3,41.0,18,1
0,45,0,0,0,4,94.0,8,0
0,49,1,1,1,4,99.0,12,0
0,46,1,1,1,3,41.0,18,1
1,35,1,1,1,5,93.0,15,0
0,50,0,1,1,3,55.0,8,1
0,24,1,1,0,3,227.0,12,1
1,35,1,1,0,2,37.0,15,1
0,39,1,1,1,3,178.0,18,1
0,63,1,1,0,2,41.0,20,1
1,38,0,1,1,4,37.0,15,0
1,40,1,1,1,2,127.0,18,0
1,59,1,1,1,6,33.0,16,0
0,50,1,0,1,4,151.5,18,1
0,68,0,1,1,2,21.0,20,1
0,31,0,0,1,2,45.5,18,0
0,46,1,0,0,1,10.0,8,1
0,47,1,0,1,3,100.0,8,1
0,43,1,0,0,1,75.0,8,0
0,55,1,1,1,6,93.0,20,1
1,56,0,1,1,6,47.0,13,0
1,19,1,0,0,3,59.0,14,0
0,51,0,1,1,4,16.0,8,1
0,32,1,0,0,6,169.0,8,1
1,58,1,1,1,4,217.0,20,0
0,45,1,1,1,7,78.5,8,0
0,22,0,1,0,6,72.0,8,0
0,50,1,1,0,3,77.0,18,1
0,36,1,1,1,5,114.0,12,0
1,46,1,1,1,4,60.0,15,1
0,78,0,1,1,3,125.0,8,0
0,31,1,1,1,7,203.0,15,1
0,56,0,1,1,6,181.5,8,1
0,27,1,1,0,2,89.0,9,0
1,38,1,1,0,3,52.0,15,0
0,56,1,0,1,4,282.0,16,1
0,36,1,1,1,5,53.0,12,1
0,68,0,0,1,6,165.0,20,0
0,54,1,0,1,3,130.0,18,0
0,59,1,1,0,3,4.0,20,1
0,44,1,1,0,2,59.5,8,0
0,65,0,1,1,2,46.0,20,1
1,53,1,1,0,3,65.0,13,1
1,38,1,1,0,1,45.5,18,0
1,41,1,1,1,5,89.0,13,1
1,34,1,1,1,3,79.5,15,0
0,39,0,1,1,5,55.0,12,0
1,42,1,1,1,5,110.0,15,1
0,43,0,1,0,3,34.0,8,0
1,31,1,1,0,1,84.5,18,0
0,72,0,0,1,5,45.0,8,1
0,27,1,1,1,5,99.0,8,0
0,54,1,0,1,2,68.0,20,0
0,62,1,1,0,2,4.0,20,1
1,46,1,1,1,2,82.0,13,0
1,40,1,1,1,3,115.0,15,0
1,41,1,1,0,2,30.0,20,0
0,25,1,1,1,4,111.0,12,0
0,51,0,1,0,1,12.0,8,1
0,42,1,1,1,6,130.0,12,1
0,34,0,1,1,3,60.5,9,1
0,65,1,1,1,2,80.0,8,1
